268435456	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/ib_logfile0
10438	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/vc_group.frm
75497472	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/vc_group_allele.ibd
8882	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/vc.frm
8644	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/vc_allele.frm
1182793728	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/vc.ibd
117440512	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/vc_group.ibd
192937984	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/patient.ibd
8556	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/patient.frm
1086324736	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/vc_allele.ibd
8728	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/vc_group_allele.frm
1757413376	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/vc_genotype.ibd
8688	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/vc_genotype.frm
268435456	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/ib_logfile2
882900992	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/ibdata1
8814	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_waits_summary_global_by_event_name.frm
8650	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/setup_timers.frm
10525	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_statements_current.frm
10578	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/table_io_waits_summary_by_index_usage.frm
8605	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/setup_consumers.frm
8854	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_waits_summary_by_thread_by_event_name.frm
8844	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_waits_summary_by_user_by_event_name.frm
8814	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_stages_summary_global_by_event_name.frm
8706	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/accounts.frm
8874	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_waits_summary_by_account_by_event_name.frm
8854	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_stages_summary_by_thread_by_event_name.frm
8620	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/setup_actors.frm
8654	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/file_instances.frm
8676	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/hosts.frm
10488	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/table_io_waits_summary_by_table.frm
9970	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_statements_summary_by_user_by_event_name.frm
10483	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/host_cache.frm
8874	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_stages_summary_by_account_by_event_name.frm
8878	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_waits_summary_by_instance.frm
9740	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/socket_summary_by_event_name.frm
10525	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_statements_history_long.frm
8991	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/events_stages_current.frm
